Reference area,Frequency of observation,Measure,Unit of measure,Price base,TIME_PERIOD,OBS_VALUE
Mexico,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-8.354034602
Mexico,Annual,Gross domestic product,Percent per annum,Constant prices,2021,6.04848349
Mexico,Annual,Gross domestic product,Percent per annum,Constant prices,2022,3.710988932
Mexico,Annual,Gross domestic product,Percent per annum,Constant prices,2023,3.295390921
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,1996,3.420577441
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,1997,4.24847954
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.647784509
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,1999,5.043321462
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2000,4.219753695
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2001,2.323575615
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2002,0.245785774
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2003,0.097832405
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2004,2.016309924
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2005,2.033963278
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2006,3.537375173
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2007,3.885306483
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2008,2.116815916
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-3.665290498
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2010,1.319320318
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2011,1.773345176
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2012,-0.977876954
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2013,-0.030232523
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2014,1.612609987
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2015,2.12060536
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2016,2.424285738
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2017,2.781546138
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2018,2.258740302
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2019,2.300091621
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-3.867953334
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2021,6.276830733
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2022,5.007234557
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2023,0.074560768
Netherlands,Annual,Gross domestic product,Percent per annum,Constant prices,2024,0.937618005
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,1996,3.409002547
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,1997,3.162508687
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,1998,1.253531355
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,1999,5.179425721
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2000,2.260669237
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2001,3.883216717
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2002,5.050842447
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2003,4.668670841
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2004,3.243735676
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2005,3.184799622
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2006,2.285829917
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2007,3.709220823
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2008,-1.387123883
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2009,2.037394686
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2010,0.930328269
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2011,2.471233199
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2012,2.67226019
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2013,1.875516466
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2014,3.669162907
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2015,4.215938152
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2016,3.883729979
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2017,4.294600231
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2018,3.846917897
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2019,2.424578424
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2020,0.171916533
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2021,4.624259715
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2022,3.925220232
New Zealand,Annual,Gross domestic product,Percent per annum,Constant prices,2023,1.288619812
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,1996,5.027913164
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,1997,5.284606301
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,1998,2.66868655
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,1999,2.07204743
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2000,3.318945476
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2001,2.067130574
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2002,1.37755699
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2003,0.944909355
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2004,4.014587989
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2005,2.685123055
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2006,2.461473169
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2007,2.914039999
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2008,0.481919418
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-1.940364666
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2010,0.787051701
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2011,1.105656013
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2012,2.717959533
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2013,1.016190645
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2014,2.048131915
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2015,1.857339792
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2016,1.164724215
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2017,2.46374641
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2018,0.828931365
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2019,1.123747073
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-1.278171816
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2021,3.908686678
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2022,3.246228696
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2023,0.072120531
Norway,Annual,Gross domestic product,Percent per annum,Constant prices,2024,2.100453331
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,1996,6.093887722
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,1997,6.358905091
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.621602717
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,1999,4.69918548
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2000,4.656335632
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2001,1.233745786
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2002,1.901194342
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2003,3.523369629
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2004,5.090800408
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2005,3.260822836
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2006,6.202102793
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2007,6.760451272
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2008,4.383769972
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2009,2.615129805
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2010,3.168922838
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2011,5.255463522
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2012,1.51178389
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2013,0.684238266
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2014,3.920509708
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2015,4.431766617
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2016,3.031175592
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2017,5.152457388
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2018,6.245862683
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2019,4.580454558
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-2.035566271
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2021,6.927181756
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2022,5.255458729
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2023,0.138829525
Poland,Annual,Gross domestic product,Percent per annum,Constant prices,2024,2.85163581
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,1996,3.504246729
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,1997,4.400867663
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.807962951
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,1999,3.906577663
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2000,3.816177237
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2001,1.943672483
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2002,0.770924358
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2003,-0.930520973
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2004,1.788735596
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2005,0.781847633
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2006,1.625035273
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2007,2.506579329
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2008,0.319247148
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-3.122078037
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2010,1.737624586
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2011,-1.713527737
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2012,-4.050902329
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2013,-0.984106816
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2014,0.741391277
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2015,1.589798379
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2016,2.004141034
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2017,3.314720875
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2018,2.946282295
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2019,2.745684898
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-8.204632004
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2021,5.558757491
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2022,6.985841951
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2023,2.613128427
Portugal,Annual,Gross domestic product,Percent per annum,Constant prices,2024,1.899941849
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,1996,6.119578516
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,1997,5.485840377
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,1998,3.826107611
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,1999,-0.47326081
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2000,0.789224274
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2001,2.925160618
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2002,4.417253222
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2003,4.856699119
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2004,5.389498786
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2005,6.484931798
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2006,8.925687296
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2007,10.81862943
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2008,5.363376818
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-5.505337878
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2010,6.790582028
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2011,2.562424611
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2012,1.569170697
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2013,0.703323785
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2014,2.707951244
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2015,5.176879072
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2016,1.947818667
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2017,2.874733191
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2018,4.062119669
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2019,2.275899352
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-2.585512448
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2021,5.726988573
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2022,0.449673951
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2023,1.378337426
Slovak Republic,Annual,Gross domestic product,Percent per annum,Constant prices,2024,2.026033651
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,1996,2.913617857
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,1997,5.171340638
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,1998,3.06382554
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,1999,5.268007767
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2000,3.497917034
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2001,2.828686109
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2002,3.282583665
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2003,3.195030912
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2004,4.546023071
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2005,3.854126055
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2006,5.90878216
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2007,7.139232184
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2008,3.372237283
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-7.590585902
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2010,1.112137535
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2011,0.655439038
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2012,-2.915539424
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2013,-0.8237762
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2014,2.762832939
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2015,2.39330589
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2016,3.034415858
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2017,5.174403454
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2018,4.379082479
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2019,3.505252592
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-4.08500029
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2021,8.3896502
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2022,2.699240079
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2023,2.11258974
Slovenia,Annual,Gross domestic product,Percent per annum,Constant prices,2024,1.591015451
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,1996,2.607411213
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,1997,3.587299742
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.301977399
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,1999,4.408865501
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2000,5.200641241
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2001,3.919088794
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2002,2.755456103
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2003,2.939289579
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2004,3.114531486
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2005,3.5512256
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2006,4.043435177
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2007,3.5335001
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2008,0.767165781
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-3.768133095
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2010,0.09412232
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2011,-0.639920652
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2012,-2.865113675
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2013,-1.427322258
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2014,1.520485976
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2015,4.060866697
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2016,2.915155992
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2017,2.896042104
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2018,2.395411242
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2019,1.961178503
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-10.94007064
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2021,6.683144176
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2022,6.179312237
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2023,2.675663468
Spain,Annual,Gross domestic product,Percent per annum,Constant prices,2024,3.246438257
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,1996,1.704821256
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,1997,3.064871056
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.24572529
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,1999,4.201073824
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2000,4.631115999
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2001,1.360766711
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2002,2.277671262
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2003,1.880944129
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2004,4.179530468
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2005,2.793176818
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2006,4.67599867
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2007,3.224911278
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2008,-0.923123074
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-4.255573826
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2010,5.750735843
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2011,3.163910542
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2012,-0.414465643
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2013,1.137716458
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2014,2.295763787
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2015,4.410140643
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2016,2.349740904
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2017,1.825156034
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2018,1.902964536
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2019,2.549647916
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-2.005337581
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2021,5.937508593
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2022,1.459288552
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2023,-0.114161985
Sweden,Annual,Gross domestic product,Percent per annum,Constant prices,2024,0.973832173
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,1996,0.471279909
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,1997,2.261325508
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,1998,3.029969094
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,1999,1.662701264
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2000,3.958719744
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2001,1.57566202
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2002,-0.073217333
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2003,-0.032398322
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2004,2.701709176
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2005,2.749699096
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2006,4.073628539
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2007,3.916375624
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2008,2.807983638
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-2.297374534
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2010,3.243397259
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2011,1.813108152
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2012,1.179253712
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2013,1.792144206
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2014,2.349881258
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2015,1.644627608
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2016,2.068689756
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2017,1.362799556
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2018,2.860445792
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2019,1.141982313
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-2.141737287
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2021,5.559620299
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2022,3.04406106
Switzerland,Annual,Gross domestic product,Percent per annum,Constant prices,2023,0.683328064
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,1996,7.005319451
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,1997,7.528800973
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,1998,3.091863321
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,1999,-3.263167369
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2000,6.933244473
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2001,-5.750001441
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2002,6.447715718
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2003,5.763201669
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2004,9.795946989
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2005,8.992295198
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2006,6.947994434
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2007,5.04351034
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2008,0.815008765
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-4.823188831
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2010,8.427201891
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2011,11.20006672
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2012,4.788469377
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2013,8.485824184
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2014,4.939705421
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2015,6.084494165
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2016,3.323115844
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2017,7.501968025
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2018,3.013192506
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2019,0.818525912
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2020,1.859839683
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2021,11.43938476
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2022,5.533469264
Turkey,Annual,Gross domestic product,Percent per annum,Constant prices,2023,5.111148706
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,1996,2.581993873
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,1997,4.924648322
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,1998,3.402658196
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,1999,3.058323261
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2000,4.341634192
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2001,2.572780422
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2002,1.795660747
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2003,3.152346543
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2004,2.457904397
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2005,2.732660812
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2006,2.380693999
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2007,2.624879981
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2008,-0.248797251
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2009,-4.620553723
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2010,2.233315084
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2011,1.138362405
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2012,1.508998367
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2013,1.799921478
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2014,3.1946373
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2015,2.222888447
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2016,1.921710083
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2017,2.656504868
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2018,1.40519028
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2019,1.624475169
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2020,-10.29691883
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2021,8.575950851
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2022,4.839085182
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2023,0.382437156
United Kingdom,Annual,Gross domestic product,Percent per annum,Constant prices,2024,0.935022032
United States,Annual,Gross domestic product,Percent per annum,Constant prices,1996,3.772772691
United States,Annual,Gross domestic product,Percent per annum,Constant prices,1997,4.447127936
United States,Annual,Gross domestic product,Percent per annum,Constant prices,1998,4.483133354
